ph,temperature,turbidity,dissolved_oxygen,ammonia,label
8.1,30.94,9.88,7.82,0.018,SHRIMP
7.13,29.82,37.22,4.42,0.098,CATFISH
8.34,29.64,26.91,4.39,0.02,TILAPIA
7.41,14.13,7.4,8.89,0.005,TROUT
8.47,28.62,6.15,5.23,0.019,SHRIMP
7.15,15.57,4.58,7.28,0.006,TROUT
6.53,14.76,1.25,10.03,0.007,SALMON
7.81,26.63,13.97,7.6,0.019,SHRIMP
7.12,26.9,44.92,5.79,0.001,CATFISH
8.13,27.24,5.76,6.88,0.008,SHRIMP
7.38,24.5,43.73,5.7,0.042,ROHU
7.85,23.72,76.55,4.24,0.074,CATFISH
6.23,27.99,94.02,4.02,0.026,CATFISH
7.53,11.07,4.98,8.69,0.005,SALMON
7.11,29.71,13.66,3.8,0.044,TILAPIA
7.02,20.48,16.43,5.08,0.012,CARP
7.19,15.86,6.07,9.02,0.001,TROUT
8.26,28.05,39.69,7.3,0.027,ROHU
7.9,28.08,8.8,7.96,0.006,SHRIMP
7.87,30.52,13.77,6.61,0.005,SHRIMP
8.37,26.6,11.05,7.15,0.021,CARP
6.62,27.64,59.93,4.05,0.065,CATFISH
8.07,10.94,2.5,10.36,0.006,SALMON
7.1,11.52,0.28,9.47,0.009,SALMON
7.42,27.13,15.34,5.73,0.046,ROHU
6.82,8.49,0.93,9.99,0.009,SALMON
8.15,11.12,4.03,8.02,0.009,SALMON
7.27,14.28,3.57,8.06,0.008,TROUT
8.57,25.73,42.37,6.15,0.032,TILAPIA
7.76,31.53,45.05,3.41,0.02,TILAPIA
7.74,12.79,5.22,9.38,0.009,TROUT
8.29,25.48,23.18,6.44,0.008,CARP
7.32,13.05,1.92,9.47,0.004,SALMON
7.0,27.19,36.97,6.04,0.008,ROHU
7.36,27.31,39.3,6.53,0.006,TILAPIA
7.16,22.22,30.58,6.32,0.012,ROHU
7.37,22.68,25.07,6.75,0.029,ROHU
7.34,13.33,4.29,8.62,0.007,TROUT
8.13,22.04,24.83,6.14,0.029,ROHU
7.57,8.81,3.03,8.35,0.003,SALMON
7.28,22.91,83.54,4.88,0.077,CATFISH
7.63,20.18,38.78,4.71,0.024,ROHU
8.33,22.22,36.44,7.14,0.037,ROHU
7.84,30.69,42.86,6.37,0.024,TILAPIA
6.93,14.25,5.11,9.46,0.004,TROUT
7.7,20.76,26.63,6.91,0.045,ROHU
6.17,29.02,57.26,4.4,0.097,CATFISH
7.82,27.82,23.51,6.05,0.049,CARP
8.5,23.59,19.63,4.88,0.018,CARP
7.56,13.0,3.69,7.14,0.003,TROUT
7.07,16.65,8.42,8.12,0.006,TROUT
7.93,26.39,34.65,5.18,0.058,CATFISH
7.54,10.45,3.39,10.28,0.0,SALMON
7.43,15.94,1.7,7.58,0.009,TROUT
6.82,9.81,3.03,9.3,0.008,SALMON
7.45,27.06,40.95,4.16,0.072,CATFISH
7.89,28.53,7.78,6.8,0.017,SHRIMP
8.41,28.04,7.82,5.23,0.014,SHRIMP
7.67,22.51,38.75,5.72,0.027,CARP
7.16,31.51,35.45,4.3,0.013,TILAPIA
7.69,20.78,29.64,7.3,0.003,CARP
8.13,13.45,3.8,8.56,0.001,SALMON
8.0,9.05,1.09,9.39,0.003,SALMON
8.26,9.7,2.79,8.12,0.007,SALMON
7.93,26.21,12.71,7.21,0.009,SHRIMP
8.15,13.91,1.25,9.73,0.001,SALMON
8.0,12.61,7.48,9.42,0.009,TROUT
7.43,12.0,1.52,8.95,0.01,SALMON
7.04,16.27,5.66,7.94,0.007,TROUT
6.52,10.14,9.17,9.12,0.003,TROUT
8.26,26.2,31.9,6.37,0.043,ROHU
6.98,22.55,74.68,5.07,0.068,CATFISH
7.28,9.6,2.98,10.78,0.009,SALMON
7.93,26.33,29.08,5.83,0.025,ROHU
8.3,29.29,13.9,5.16,0.009,SHRIMP
6.91,28.91,37.7,5.74,0.063,CATFISH
8.04,26.97,34.46,5.33,0.008,ROHU
7.9,21.79,36.15,5.87,0.033,ROHU
8.4,8.42,3.43,8.07,0.002,SALMON
8.26,28.03,43.83,6.11,0.024,ROHU
8.38,28.51,17.51,6.93,0.002,SHRIMP
7.39,12.84,0.52,7.1,0.004,TROUT
8.42,28.7,8.69,7.07,0.012,SHRIMP
8.45,12.78,1.88,10.4,0.009,SALMON
8.99,24.24,45.89,5.49,0.049,TILAPIA
8.27,20.62,25.06,4.7,0.049,ROHU
8.17,31.14,22.24,5.21,0.039,TILAPIA
7.32,22.29,29.07,5.31,0.005,ROHU
7.66,23.3,39.56,4.66,0.006,CARP
7.42,25.98,19.79,5.2,0.012,CARP
8.24,21.66,20.61,5.21,0.049,CARP
8.02,23.18,53.99,5.53,0.015,CATFISH
7.15,28.29,36.2,6.35,0.008,ROHU
8.28,26.82,9.68,5.01,0.003,SHRIMP
7.12,24.6,24.19,6.97,0.003,ROHU
7.15,27.8,70.2,4.84,0.078,CATFISH
7.3,20.45,18.79,6.19,0.038,ROHU
7.02,23.23,24.13,6.62,0.028,CARP
8.34,27.17,17.9,6.22,0.007,SHRIMP
7.62,23.14,37.1,7.56,0.041,CARP
8.07,28.48,12.34,6.93,0.005,SHRIMP
8.4,27.42,23.38,4.89,0.043,ROHU
7.06,9.53,0.91,10.48,0.003,SALMON
7.65,11.91,1.86,10.36,0.003,SALMON
6.92,22.7,68.97,5.46,0.08,CATFISH
8.49,25.15,8.79,6.56,0.01,SHRIMP
7.39,20.01,41.12,6.88,0.031,ROHU
6.96,9.86,2.77,8.6,0.003,SALMON
8.37,29.56,72.7,5.74,0.079,CATFISH
7.44,11.26,3.8,8.46,0.005,SALMON
7.28,27.63,95.46,3.82,0.071,CATFISH
6.43,22.24,44.31,3.69,0.051,CATFISH
8.01,22.68,33.21,4.49,0.031,CARP
8.05,27.63,17.59,5.48,0.0,SHRIMP
6.54,24.69,62.6,5.21,0.091,CATFISH
6.76,13.04,8.01,8.18,0.008,TROUT
7.48,11.69,5.56,9.57,0.008,TROUT
7.87,26.91,16.24,6.29,0.002,SHRIMP
7.09,26.76,11.2,6.85,0.033,TILAPIA
7.46,14.78,6.53,7.58,0.003,TROUT
8.45,30.31,16.09,5.83,0.006,SHRIMP
7.14,27.42,68.01,3.71,0.044,CATFISH
6.97,12.72,0.79,8.33,0.003,TROUT
8.48,26.33,98.94,5.79,0.045,CATFISH
7.56,25.55,7.44,6.79,0.003,SHRIMP
7.95,30.48,7.84,5.02,0.001,SHRIMP
8.38,30.03,33.12,6.62,0.041,TILAPIA
8.35,28.27,62.37,5.53,0.025,CATFISH
7.6,28.85,41.87,7.23,0.016,ROHU
7.16,24.4,36.89,7.32,0.03,ROHU
8.25,19.2,32.05,6.13,0.014,CARP
8.42,21.37,37.02,6.4,0.029,ROHU
7.37,29.22,54.08,5.07,0.066,CATFISH
6.26,28.98,66.62,4.95,0.041,CATFISH
6.82,22.09,87.86,5.3,0.01,CATFISH
6.65,10.53,0.46,9.76,0.002,SALMON
7.39,15.91,0.32,8.98,0.005,TROUT
8.31,25.89,32.44,6.25,0.012,CARP
8.48,20.6,39.09,5.72,0.017,CARP
7.17,20.27,30.71,5.15,0.049,ROHU
7.13,28.62,24.37,6.29,0.041,TILAPIA
8.4,29.76,7.37,5.16,0.011,SHRIMP
6.67,11.27,2.41,10.52,0.002,SALMON
7.21,25.76,37.86,6.84,0.014,ROHU
6.53,15.43,0.77,8.26,0.006,TROUT
7.71,24.08,19.84,6.47,0.049,ROHU
8.82,30.76,18.96,3.96,0.026,TILAPIA
8.41,26.62,17.3,5.56,0.028,ROHU
8.08,28.52,72.83,3.81,0.026,CATFISH
7.61,30.0,31.27,5.15,0.014,TILAPIA
7.59,21.82,19.7,6.98,0.002,ROHU
6.94,11.63,3.55,8.29,0.003,SALMON
8.1,29.58,21.61,7.16,0.047,ROHU
7.07,12.53,2.86,7.27,0.003,TROUT
7.69,25.43,81.2,5.39,0.015,CATFISH
6.52,14.6,1.19,8.32,0.008,SALMON
7.75,30.07,12.26,6.54,0.006,SHRIMP
7.32,26.84,26.78,7.31,0.036,CARP
7.49,20.34,16.33,7.43,0.041,CARP
7.92,13.2,7.83,7.8,0.01,TROUT
8.0,11.53,4.6,8.29,0.003,TROUT
6.95,28.98,18.91,4.23,0.027,TILAPIA
8.28,25.78,13.48,6.33,0.016,SHRIMP
6.21,25.14,37.02,2.56,0.066,CATFISH
7.5,18.77,17.05,7.32,0.047,CARP
7.2,22.31,41.05,7.28,0.021,ROHU
7.71,27.52,5.15,7.57,0.015,SHRIMP
8.28,26.88,8.72,7.09,0.007,SHRIMP
8.46,23.44,18.26,6.84,0.014,CARP
7.2,25.13,20.83,4.78,0.021,ROHU
7.71,11.79,2.26,9.45,0.009,TROUT
7.68,21.37,36.12,4.33,0.011,CARP
7.66,28.97,83.14,5.05,0.048,CATFISH
7.79,21.61,32.16,6.92,0.038,ROHU
7.82,25.34,20.4,5.63,0.006,CARP
6.14,22.28,57.43,4.94,0.019,CATFISH
8.48,27.07,10.06,5.94,0.002,SHRIMP
7.12,11.92,6.72,9.48,0.007,TROUT
7.16,18.45,29.69,6.14,0.004,CARP
7.41,18.81,39.78,4.62,0.049,CARP
6.75,12.81,7.62,8.52,0.006,TROUT
7.7,26.19,27.34,5.78,0.017,ROHU
7.75,29.16,10.94,4.72,0.014,TILAPIA
7.33,16.24,0.16,9.46,0.0,TROUT
7.73,25.56,36.08,6.12,0.04,TILAPIA
8.16,22.82,38.82,5.93,0.067,CATFISH
6.77,9.06,4.45,10.83,0.008,SALMON
7.44,25.43,49.31,5.19,0.023,CATFISH
8.41,21.24,29.83,6.61,0.013,CARP
7.63,28.64,17.74,5.13,0.015,SHRIMP
6.46,26.75,58.8,2.94,0.003,CATFISH
6.2,24.07,31.95,4.71,0.043,CATFISH
8.09,22.93,29.0,7.22,0.02,CARP
8.34,25.77,31.92,6.0,0.003,ROHU
8.34,25.76,17.0,7.59,0.003,SHRIMP
8.21,26.76,12.88,7.09,0.018,SHRIMP
7.27,30.7,34.58,5.32,0.013,TILAPIA
7.04,9.53,3.31,9.9,0.006,SALMON
7.06,26.85,42.08,7.01,0.006,ROHU
7.63,25.57,17.47,7.76,0.013,SHRIMP
8.29,12.51,1.44,8.9,0.009,SALMON
7.92,10.5,1.27,8.04,0.005,SALMON
8.42,11.96,2.57,8.26,0.005,SALMON
8.17,30.93,8.39,6.17,0.01,SHRIMP
7.14,19.77,39.62,5.78,0.027,CARP
6.16,29.13,62.47,3.62,0.048,CATFISH
7.51,29.38,37.29,4.26,0.007,TILAPIA
7.61,15.33,1.2,8.72,0.003,TROUT
8.31,25.0,36.91,6.36,0.009,ROHU
8.15,21.08,24.76,7.19,0.012,CARP
7.83,23.24,18.47,5.19,0.014,CARP
6.72,24.46,14.22,5.34,0.027,TILAPIA
7.55,26.77,18.99,6.57,0.005,SHRIMP
7.75,26.85,14.2,7.69,0.016,SHRIMP
6.7,17.15,0.75,9.72,0.01,TROUT
8.05,23.56,20.76,7.65,0.001,CARP
8.94,30.67,22.12,6.87,0.031,TILAPIA
8.19,26.46,24.8,5.2,0.04,TILAPIA
7.46,29.75,56.45,2.72,0.034,CATFISH
7.25,18.61,24.98,4.43,0.006,CARP
7.6,19.15,36.5,5.66,0.019,CARP
7.92,24.57,26.91,5.87,0.021,ROHU
7.97,29.55,19.54,5.93,0.03,ROHU
6.72,14.08,1.49,8.49,0.007,SALMON
8.1,20.09,11.76,6.21,0.03,CARP
6.75,24.93,20.17,4.18,0.026,TILAPIA
7.35,17.26,3.96,7.89,0.001,TROUT
8.3,23.72,33.43,6.07,0.016,ROHU
7.75,22.01,24.45,6.87,0.046,ROHU
8.18,20.77,38.23,4.5,0.044,CARP
7.49,23.94,33.1,6.91,0.023,ROHU
7.45,29.49,77.06,4.18,0.081,CATFISH
8.12,27.05,18.11,5.04,0.005,SHRIMP
6.7,13.52,6.44,8.14,0.001,TROUT
6.78,13.67,7.52,9.72,0.008,TROUT
8.23,28.26,32.64,5.56,0.04,ROHU
7.72,30.61,11.99,6.34,0.0,SHRIMP
7.94,14.33,6.05,7.66,0.006,TROUT
6.55,30.56,42.99,6.15,0.014,TILAPIA
6.84,15.33,0.8,8.33,0.002,TROUT
7.61,11.95,5.98,8.16,0.009,TROUT
7.47,10.68,4.2,8.44,0.005,SALMON
6.55,11.87,2.6,10.98,0.002,SALMON
8.46,25.29,6.47,5.13,0.004,SHRIMP
8.11,24.36,47.84,6.37,0.015,TILAPIA
8.84,31.87,41.86,6.03,0.034,TILAPIA
7.54,27.9,30.53,7.8,0.007,CARP
6.68,10.0,3.36,8.51,0.001,SALMON
7.65,13.31,6.53,8.74,0.0,TROUT
6.75,31.65,33.97,5.91,0.016,TILAPIA
7.99,26.02,5.76,6.85,0.004,SHRIMP
7.37,25.8,94.57,2.75,0.028,CATFISH
8.12,30.75,23.0,5.75,0.048,TILAPIA
6.95,10.8,2.05,10.93,0.002,SALMON
7.69,29.86,9.09,7.19,0.007,SHRIMP
8.21,26.66,11.79,6.77,0.007,CARP
7.19,15.41,6.19,8.71,0.001,TROUT
8.01,21.96,13.99,4.63,0.047,CARP
7.37,8.89,2.05,9.06,0.003,SALMON
7.73,24.18,25.73,6.28,0.029,ROHU
8.14,25.59,22.6,3.9,0.003,TILAPIA
7.04,23.55,38.41,6.19,0.013,ROHU
8.36,27.3,17.83,5.05,0.007,TILAPIA
6.83,26.09,26.76,5.4,0.026,TILAPIA
7.3,27.32,46.32,3.97,0.005,TILAPIA
7.38,17.53,1.74,8.41,0.001,TROUT
7.79,24.89,38.78,3.39,0.064,CATFISH
6.56,30.89,33.08,6.56,0.03,TILAPIA
7.71,14.89,2.96,7.77,0.003,TROUT
7.17,25.59,19.87,4.23,0.028,TILAPIA
8.09,25.4,17.47,5.53,0.014,SHRIMP
7.3,23.71,49.83,3.9,0.081,CATFISH
7.58,28.63,24.26,5.38,0.013,ROHU
7.23,28.86,28.76,6.19,0.033,ROHU
8.04,22.15,81.51,3.23,0.013,CATFISH
6.57,11.85,8.97,7.77,0.002,TROUT
6.55,9.47,2.08,9.07,0.009,SALMON
8.4,26.5,26.43,3.84,0.049,TILAPIA
7.13,23.86,26.22,7.16,0.008,ROHU
8.45,23.94,18.92,6.52,0.036,ROHU
7.95,27.26,26.01,4.94,0.01,ROHU
8.12,20.32,22.16,5.08,0.01,CARP
7.43,30.01,45.88,6.38,0.009,TILAPIA
8.14,25.15,16.82,7.71,0.005,SHRIMP
6.87,12.54,8.09,9.63,0.003,TROUT
8.24,13.5,1.37,10.74,0.001,SALMON
8.18,26.99,12.51,6.94,0.01,SHRIMP
6.96,10.51,1.77,7.02,0.004,TROUT
7.87,9.65,4.72,10.61,0.003,SALMON
8.36,25.79,15.58,7.23,0.014,SHRIMP
7.94,24.38,19.21,7.44,0.048,CARP
7.59,26.17,17.31,7.03,0.013,SHRIMP
8.08,25.11,33.13,5.88,0.041,ROHU
7.56,10.84,8.39,9.01,0.007,TROUT
7.21,23.04,19.18,6.34,0.015,ROHU
6.12,29.69,77.54,4.71,0.027,CATFISH
7.44,16.91,1.32,9.93,0.006,TROUT
8.41,26.33,5.84,5.77,0.011,SHRIMP
7.54,11.08,4.4,9.52,0.005,SALMON
7.56,27.38,12.11,6.35,0.017,SHRIMP
7.92,27.53,16.78,5.59,0.016,SHRIMP
7.68,23.1,49.38,2.66,0.093,CATFISH
7.48,25.96,44.87,5.81,0.046,ROHU
6.58,11.63,4.19,7.66,0.0,TROUT
7.77,20.81,34.67,7.01,0.037,CARP
8.31,31.43,27.22,3.48,0.026,TILAPIA
6.18,27.95,79.77,3.32,0.075,CATFISH
8.49,20.33,11.61,4.76,0.002,CARP
6.66,11.17,3.7,10.06,0.008,SALMON
8.65,30.93,10.4,6.11,0.023,TILAPIA
7.71,12.57,5.62,7.84,0.008,TROUT
8.49,26.58,12.92,6.83,0.017,CARP
6.99,17.63,1.22,7.05,0.009,TROUT
6.5,12.46,2.41,7.7,0.001,TROUT
7.14,10.49,2.24,8.09,0.004,TROUT
7.86,13.94,3.3,7.32,0.01,TROUT
6.74,24.38,52.43,3.08,0.078,CATFISH
8.22,26.7,9.89,5.06,0.015,SHRIMP
8.55,28.36,13.11,6.82,0.012,TILAPIA
6.78,11.08,2.41,8.64,0.001,SALMON
8.4,27.09,34.59,7.55,0.01,CARP
7.76,28.78,43.58,6.76,0.022,ROHU
7.55,11.55,4.47,9.49,0.007,TROUT
8.11,25.25,31.88,3.35,0.019,TILAPIA
6.87,14.66,1.05,8.78,0.01,SALMON
6.61,25.43,25.69,6.79,0.007,TILAPIA
8.24,25.08,33.61,5.93,0.024,ROHU
7.44,11.54,1.46,9.81,0.009,TROUT
7.74,15.57,9.24,9.46,0.006,TROUT
7.95,21.56,14.46,6.39,0.041,CARP
7.74,27.56,19.52,6.97,0.011,SHRIMP
7.9,24.96,20.88,7.3,0.01,CARP
7.97,27.84,10.67,6.55,0.008,SHRIMP
8.21,24.2,37.6,4.26,0.003,TILAPIA
7.22,8.61,1.01,9.64,0.002,SALMON
6.72,31.29,10.24,4.94,0.006,TILAPIA
7.36,24.89,32.82,5.33,0.036,TILAPIA
7.59,14.19,2.77,9.6,0.002,SALMON
8.37,21.28,21.16,7.04,0.017,CARP
7.26,26.67,70.53,2.69,0.031,CATFISH
7.2,11.82,7.44,9.76,0.004,TROUT
6.65,26.99,88.06,3.17,0.092,CATFISH
7.35,16.1,8.12,8.03,0.004,TROUT
8.25,29.86,38.74,6.3,0.017,ROHU
8.21,26.45,21.85,4.21,0.02,CARP
7.46,25.71,73.34,4.18,0.066,CATFISH
8.05,26.22,9.38,7.25,0.01,SHRIMP
7.16,25.31,26.87,6.34,0.04,ROHU
8.74,28.2,38.29,4.01,0.022,TILAPIA
7.28,25.43,33.76,2.58,0.036,CATFISH
7.83,13.87,2.75,8.46,0.007,SALMON
7.24,15.61,8.56,8.25,0.003,TROUT
7.97,18.68,36.92,4.48,0.016,CARP
7.42,12.61,1.92,8.67,0.006,TROUT
8.3,18.88,33.3,7.39,0.009,CARP
6.75,15.65,5.35,8.91,0.002,TROUT
7.8,29.98,43.46,5.82,0.046,TILAPIA
7.37,14.67,3.6,10.79,0.005,SALMON
8.03,29.93,6.52,7.38,0.016,SHRIMP
7.91,28.8,16.65,4.52,0.031,TILAPIA
7.87,19.24,13.64,6.88,0.009,CARP
7.83,12.36,3.01,9.47,0.005,SALMON
6.7,15.82,8.13,7.77,0.008,TROUT
7.09,27.27,60.64,3.47,0.056,CATFISH
6.17,29.15,57.15,3.51,0.072,CATFISH
7.54,27.85,10.04,7.76,0.0,SHRIMP
8.06,24.5,22.98,5.69,0.017,TILAPIA
8.11,26.42,12.25,6.29,0.001,SHRIMP
7.64,30.77,14.57,4.02,0.041,TILAPIA
6.15,26.61,38.34,2.63,0.005,CATFISH
7.88,29.31,13.21,7.83,0.005,SHRIMP
7.63,20.4,28.47,6.23,0.029,ROHU
7.85,28.7,18.27,5.69,0.008,SHRIMP
8.92,31.76,44.6,5.4,0.035,TILAPIA
8.27,24.85,18.7,4.81,0.013,CARP
6.74,27.35,14.53,3.69,0.027,TILAPIA
7.37,24.0,54.03,5.48,0.056,CATFISH
7.88,29.25,82.04,4.36,0.086,CATFISH
7.12,24.83,37.98,6.3,0.006,CARP
8.27,27.44,18.2,6.95,0.018,SHRIMP
7.04,10.21,4.22,9.43,0.007,SALMON
8.01,21.01,15.52,7.03,0.024,CARP
7.54,17.55,9.96,8.35,0.003,TROUT
8.96,25.67,15.21,3.81,0.038,TILAPIA
8.26,26.09,19.54,4.04,0.019,CARP
6.72,28.31,46.53,4.55,0.041,TILAPIA
8.45,9.31,2.23,9.46,0.008,SALMON
7.91,12.2,3.32,9.1,0.008,TROUT
6.81,16.38,7.39,7.19,0.004,TROUT
6.81,17.64,9.19,7.14,0.003,TROUT
7.57,28.02,28.04,7.11,0.009,ROHU
7.31,15.23,2.74,8.78,0.005,TROUT
7.67,27.42,21.85,4.68,0.015,ROHU
6.92,27.31,38.28,5.84,0.087,CATFISH
8.38,25.91,13.97,6.99,0.008,SHRIMP
7.21,28.68,20.26,6.74,0.007,TILAPIA
7.54,27.21,19.69,6.26,0.01,SHRIMP
8.29,28.66,41.91,6.46,0.023,TILAPIA
7.89,30.8,15.46,5.25,0.017,SHRIMP
7.64,21.11,15.91,6.68,0.044,ROHU
8.07,26.46,33.82,5.9,0.051,CATFISH
7.75,28.39,34.52,6.35,0.009,ROHU
7.45,25.8,24.15,4.91,0.008,CARP
7.56,26.21,10.21,5.83,0.016,CARP
8.34,24.6,36.29,7.45,0.003,ROHU
8.3,26.25,17.37,3.16,0.001,TILAPIA
6.54,9.32,2.07,10.81,0.005,SALMON
7.68,10.08,7.62,9.68,0.004,TROUT
8.97,26.01,30.39,6.64,0.039,TILAPIA
7.42,17.42,9.62,8.53,0.005,TROUT
8.39,26.58,12.08,5.97,0.019,SHRIMP
7.11,17.99,0.55,8.74,0.001,TROUT
7.6,12.86,0.64,7.22,0.001,TROUT
6.76,29.73,96.13,3.67,0.057,CATFISH
8.19,26.25,43.13,6.54,0.029,ROHU
8.4,26.3,30.99,3.4,0.045,CATFISH
8.12,20.13,36.02,7.82,0.012,CARP
7.61,21.69,44.32,7.06,0.025,ROHU
6.95,11.81,3.47,9.55,0.01,SALMON
7.2,26.52,34.52,4.05,0.045,CARP
7.36,18.32,20.08,6.06,0.04,CARP
8.12,9.67,1.12,9.51,0.003,SALMON
6.78,11.46,5.13,9.53,0.001,TROUT
8.3,19.39,27.08,7.47,0.029,CARP
8.16,27.33,6.97,5.79,0.012,SHRIMP
7.11,31.73,48.33,3.99,0.017,TILAPIA
8.26,21.23,36.67,4.64,0.009,CARP
7.41,27.36,16.55,4.65,0.019,ROHU
8.37,24.38,47.94,5.84,0.0,TILAPIA
8.46,22.11,23.34,6.31,0.049,CARP
7.61,18.03,35.5,5.52,0.025,CARP
6.16,26.77,81.77,3.24,0.084,CATFISH
8.31,27.5,9.65,7.81,0.014,SHRIMP
6.61,11.59,3.48,8.86,0.005,TROUT
7.13,25.15,18.13,7.04,0.036,CARP
7.04,26.93,25.64,6.91,0.048,TILAPIA
7.17,12.43,7.17,8.08,0.003,TROUT
8.44,30.87,43.79,4.44,0.034,TILAPIA
6.65,29.61,10.39,4.64,0.016,TILAPIA
7.8,13.55,1.37,9.59,0.008,TROUT
8.09,24.93,39.62,4.9,0.033,CARP
7.8,22.58,21.9,5.72,0.028,CARP
7.21,12.67,5.79,9.67,0.006,TROUT
7.79,25.56,31.9,4.07,0.03,CATFISH
7.68,28.02,9.84,5.77,0.009,SHRIMP
7.45,24.55,19.91,5.41,0.031,ROHU
8.31,29.61,6.71,6.93,0.017,SHRIMP
8.03,9.86,4.03,8.76,0.008,SALMON
7.58,27.61,9.39,6.64,0.003,SHRIMP
8.19,19.63,13.13,4.58,0.044,CARP
8.17,26.6,18.66,6.31,0.003,SHRIMP
7.94,18.75,13.37,4.2,0.013,CARP
8.25,23.07,57.07,5.37,0.097,CATFISH
7.27,26.58,95.26,5.5,0.017,CATFISH
8.5,22.64,23.37,7.29,0.001,ROHU
6.19,23.78,58.55,3.72,0.002,CATFISH
8.23,24.46,29.42,4.51,0.033,CARP
8.15,27.52,32.65,5.14,0.005,ROHU
8.2,27.76,5.83,6.28,0.009,SHRIMP
8.39,9.93,1.99,10.79,0.003,SALMON
8.95,29.29,42.68,6.0,0.035,TILAPIA
7.4,23.16,18.76,6.47,0.002,ROHU
6.78,13.01,4.86,10.95,0.005,SALMON
7.68,28.57,47.13,3.97,0.084,CATFISH
7.03,13.57,6.72,8.0,0.003,TROUT
8.32,29.56,5.73,7.53,0.009,SHRIMP
7.82,28.66,37.35,6.01,0.036,TILAPIA
7.28,19.84,11.71,6.35,0.042,CARP
7.55,28.44,17.29,5.98,0.007,SHRIMP
8.49,29.67,28.22,5.28,0.042,ROHU
8.03,28.93,35.68,5.35,0.035,ROHU
7.69,28.87,97.39,4.7,0.018,CATFISH
7.83,28.61,9.83,7.33,0.001,SHRIMP
8.09,22.45,82.33,5.48,0.029,CATFISH
6.55,27.46,11.32,6.82,0.01,TILAPIA
7.57,11.41,2.35,8.48,0.009,TROUT
6.54,31.37,49.04,3.89,0.01,TILAPIA
7.47,11.86,1.57,9.05,0.006,TROUT
7.74,29.12,42.84,5.0,0.0,ROHU
6.74,24.84,69.52,3.38,0.092,CATFISH
8.32,21.97,43.42,5.12,0.031,ROHU
7.82,24.84,15.71,6.08,0.023,CARP
6.96,10.74,1.44,7.31,0.004,TROUT
6.77,27.39,28.09,5.93,0.042,TILAPIA
7.25,27.24,34.64,5.42,0.033,CARP
7.73,26.31,5.82,5.05,0.002,SHRIMP
7.14,29.13,69.86,5.41,0.099,CATFISH
6.87,8.05,2.34,10.06,0.002,SALMON
6.61,28.39,37.49,5.23,0.091,CATFISH
7.95,22.3,23.13,5.24,0.038,CARP
7.12,29.52,96.7,3.34,0.062,CATFISH
7.1,20.68,37.37,6.53,0.036,CARP
7.47,27.91,35.42,5.4,0.023,ROHU
8.56,25.88,36.09,4.62,0.03,TILAPIA
7.52,30.46,9.04,7.46,0.02,SHRIMP
7.58,27.48,15.18,5.71,0.002,SHRIMP
7.99,23.09,98.42,5.88,0.016,CATFISH
8.02,26.28,16.73,5.61,0.005,SHRIMP
7.36,31.85,35.19,4.66,0.008,TILAPIA
7.21,18.54,10.56,4.57,0.033,CARP
7.87,29.29,29.9,7.03,0.022,ROHU
7.92,27.84,20.82,7.01,0.025,CARP
7.54,25.35,44.89,5.92,0.041,ROHU
7.19,10.73,4.46,10.44,0.007,SALMON
7.45,13.34,1.44,7.28,0.0,TROUT
7.78,27.7,10.18,5.52,0.012,SHRIMP
6.41,29.68,89.61,5.52,0.041,CATFISH
7.03,26.9,43.36,6.4,0.022,ROHU
7.28,10.06,4.23,9.15,0.004,TROUT
6.9,17.86,3.83,7.53,0.004,TROUT
7.57,28.64,59.09,3.4,0.087,CATFISH
7.85,24.42,38.05,3.22,0.046,TILAPIA
8.49,11.36,2.43,9.7,0.009,SALMON
8.4,25.0,13.91,7.16,0.012,SHRIMP
7.66,25.97,46.59,4.34,0.048,TILAPIA
8.4,26.37,41.96,5.87,0.007,ROHU
8.06,27.57,41.12,3.88,0.008,TILAPIA
8.13,29.47,95.28,2.94,0.038,CATFISH
8.46,27.33,49.98,4.55,0.011,CATFISH
7.46,29.62,43.93,5.37,0.024,ROHU
8.18,28.92,45.7,3.31,0.017,TILAPIA
7.31,9.54,2.67,10.99,0.008,SALMON
6.98,9.97,2.06,8.7,0.0,SALMON
6.26,27.62,50.96,3.44,0.1,CATFISH
8.24,21.47,19.79,6.87,0.031,ROHU
6.8,29.06,45.96,5.49,0.007,TILAPIA
7.5,31.58,26.26,6.09,0.024,TILAPIA
7.84,12.82,1.71,8.65,0.008,SALMON
6.5,28.44,89.51,3.51,0.095,CATFISH
7.35,13.02,9.65,7.82,0.004,TROUT
7.94,10.36,1.43,7.04,0.006,TROUT
6.57,14.79,3.42,9.86,0.009,TROUT
7.75,18.72,30.53,6.01,0.038,CARP
7.82,29.92,13.05,7.58,0.004,SHRIMP
6.71,29.14,40.5,5.34,0.013,TILAPIA
8.51,30.54,49.16,5.01,0.023,TILAPIA
8.37,28.13,15.04,7.45,0.005,SHRIMP
8.21,13.99,0.5,8.27,0.003,SALMON
7.67,21.02,15.48,6.35,0.048,ROHU
7.74,22.77,49.19,3.62,0.076,CATFISH
6.32,28.93,71.55,2.94,0.043,CATFISH
7.75,28.07,37.41,4.27,0.081,CATFISH
7.69,26.89,24.35,5.12,0.029,TILAPIA
7.49,11.3,2.45,10.54,0.008,SALMON
7.47,29.48,80.82,5.71,0.091,CATFISH
7.56,11.9,4.89,10.32,0.001,SALMON
